Actual,Image,Count,Mean,Max,Std
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_290.jpg,27,0.30306354,0.48681694,0.06400692
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_048 - Copy.jpg,11,0.2943926,0.3591749,0.051854182
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_103.jpg,3,0.3285504,0.42923695,0.07218403
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_081 - Copy.jpg,8,0.28725854,0.34949195,0.03261034
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_711.jpg,21,0.29509845,0.46339172,0.05290542
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_044 - Copy.jpg,7,0.25421086,0.28244442,0.021049768
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_770.jpg,16,0.30942792,0.64568996,0.09715086
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_082.jpg,1,0.25170642,0.25170642,0.0
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_260.jpg,30,0.29853362,0.48862597,0.052150022
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_746.jpg,21,0.29247937,0.51486003,0.07595414
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_015 - Copy.jpg,4,0.24971154,0.27196833,0.01795898
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_587.jpg,19,0.26774058,0.3325317,0.023110969
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_623.jpg,19,0.28337756,0.4093125,0.042901136
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_157.jpg,22,0.2987795,0.46649244,0.06043842
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_306.jpg,24,0.28817084,0.43010315,0.053547017
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_650.jpg,17,0.29007044,0.41414887,0.047744922
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_183.jpg,32,0.28796744,0.41288784,0.039812222
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_553.jpg,15,0.27791107,0.37951192,0.042402726
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_380.jpg,23,0.28533944,0.4233002,0.04122792
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_146.jpg,23,0.288472,0.3766887,0.04457243
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_804.jpg,14,0.29288074,0.4692104,0.06403232
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_054 - Copy.jpg,9,0.27253854,0.32925686,0.025449786
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_792.jpg,16,0.28474712,0.38081795,0.055269808
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_452.jpg,11,0.2652065,0.2927951,0.013421977
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_279.jpg,31,0.3082969,0.55622774,0.064506635
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_456.jpg,12,0.2801685,0.3895288,0.047442377
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_236.jpg,23,0.2769347,0.39149126,0.03863106
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_166.jpg,30,0.29794976,0.42292604,0.041642986
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_342.jpg,19,0.28683543,0.5388204,0.06756949
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_021 - Copy.jpg,6,0.27253616,0.2888085,0.014561012
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_539.jpg,18,0.28158656,0.49850044,0.06122059
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_523.jpg,17,0.30969843,0.3957344,0.04373094
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_167.jpg,25,0.30172288,0.4467577,0.0565781
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_498.jpg,25,0.28036773,0.36440957,0.03523859
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_678.jpg,21,0.27510095,0.3512775,0.026768433
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_111.jpg,3,0.3738122,0.4420007,0.05758444
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_513.jpg,17,0.27255082,0.37640882,0.039762042
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_002 - Copy.jpg,7,0.28457418,0.35033813,0.033771142
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_482.jpg,23,0.29262075,0.38681358,0.043446735
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_365.jpg,19,0.2951183,0.43024433,0.05186872
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_293.jpg,26,0.31472972,0.49682736,0.0708093
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_695.jpg,26,0.28449446,0.42745912,0.05159417
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_138.jpg,19,0.28753817,0.4158429,0.0532225
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_531.jpg,16,0.31890577,0.44286603,0.054717213
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_544.jpg,15,0.28466547,0.34421813,0.029852228
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_100 - Copy.jpg,17,0.2943708,0.5137826,0.06990421
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_020 - Copy.jpg,9,0.2620609,0.33578756,0.03179636
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_732.jpg,17,0.29412344,0.5304704,0.06849718
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_558.jpg,20,0.3006695,0.43478277,0.054192398
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_442.jpg,15,0.28772056,0.36268312,0.041501198
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_437.jpg,16,0.27758303,0.3953563,0.040005703
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_021.jpg,5,0.3081882,0.362516,0.030795837
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_102 - Copy.jpg,13,0.28080776,0.36049038,0.03131548
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_492.jpg,20,0.28992862,0.42508572,0.049331374
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_474.jpg,16,0.3036672,0.36207068,0.032667078
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_009 - Copy.jpg,9,0.25145006,0.3032922,0.021072939
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_640.jpg,26,0.28622946,0.40876517,0.043764055
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_700.jpg,23,0.28912276,0.6002386,0.07383046
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_148.jpg,25,0.28416875,0.3877257,0.038357656
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_376.jpg,20,0.27414143,0.3800342,0.037169535
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_076 - Copy.jpg,10,0.29104212,0.327887,0.026251467
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_348.jpg,21,0.28528723,0.37632257,0.0330116
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_034 - Copy.jpg,10,0.31066635,0.48825803,0.09102519
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_809.jpg,11,0.30899408,0.41938508,0.04868548
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_622.jpg,16,0.27750212,0.39197266,0.04513897
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_072.jpg,1,0.26836854,0.26836854,0.0
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_086 - Copy.jpg,18,0.294025,0.46923724,0.060236696
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_344.jpg,14,0.2838472,0.36879158,0.033834115
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_727.jpg,21,0.27568775,0.35912278,0.03480658
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_047.jpg,2,0.389842,0.40094358,0.011101574
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_450.jpg,12,0.26801944,0.30066472,0.018372526
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_480.jpg,16,0.26776966,0.34702164,0.034647774
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_575.jpg,16,0.29728276,0.41114238,0.048245486
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_035.jpg,1,0.24147485,0.24147485,0.0
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_275.jpg,24,0.30015182,0.41126746,0.044972654
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_816.jpg,14,0.3008925,0.47055086,0.075144045
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_810.jpg,14,0.26933658,0.3363427,0.027368726
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_340.jpg,26,0.28294346,0.38391113,0.03276829
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_416.jpg,17,0.28185034,0.34329677,0.035031673
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_313.jpg,19,0.28484586,0.35943252,0.03338967
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_330.jpg,27,0.29833922,0.4490858,0.048394166
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_820.jpg,9,0.26532507,0.28833458,0.018604768
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_040.jpg,3,0.26715854,0.31160778,0.03404434
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_428.jpg,11,0.32522365,0.6440071,0.11374419
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_535.jpg,14,0.30751273,0.517288,0.084751144
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_343.jpg,18,0.29835597,0.44736505,0.052981127
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_497.jpg,16,0.28857136,0.43459696,0.04680393
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_526.jpg,13,0.27196193,0.35684663,0.033256948
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_034.jpg,3,0.3437172,0.38160565,0.040950436
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_574.jpg,17,0.27974027,0.40708548,0.048921395
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_012 - Copy.jpg,9,0.26563922,0.30383745,0.019937491
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_797.jpg,12,0.2954727,0.35402423,0.03623435
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_400.jpg,19,0.27823153,0.34679496,0.030166658
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_822.jpg,15,0.27046162,0.3746233,0.03480186
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_215.jpg,21,0.291237,0.41351438,0.039743423
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_130 - Copy.jpg,16,0.28389,0.38551873,0.044644725
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_352.jpg,23,0.28169492,0.39234984,0.03839073
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_395.jpg,19,0.2769284,0.39295447,0.04992076
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_233.jpg,25,0.2951362,0.49390578,0.058814775
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_748.jpg,19,0.28200907,0.34057048,0.031871356
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_406.jpg,20,0.27261627,0.31688404,0.023707755
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_427.jpg,13,0.29338348,0.42822716,0.049234495
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_421.jpg,15,0.28572482,0.43307918,0.056599375
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_004 - Copy.jpg,4,0.29064566,0.34344643,0.049963824
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_103 - Copy.jpg,19,0.29128575,0.39833674,0.04014763
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_589.jpg,19,0.2985789,0.47594047,0.05769763
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_800.jpg,8,0.31555265,0.38424298,0.054160994
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_054.jpg,3,0.3069599,0.37836152,0.05378927
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_551.jpg,14,0.28493097,0.37556416,0.04169417
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_564.jpg,22,0.2848423,0.4014489,0.046449304
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_011.jpg,2,0.26178595,0.26675475,0.004968792
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_179.jpg,15,0.2742065,0.33350128,0.027372507
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_033 - Copy.jpg,12,0.28089714,0.43591374,0.05467323
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_118 - Copy.jpg,21,0.2894706,0.41475415,0.05170572
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_510.jpg,16,0.2807107,0.38300252,0.043417953
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_067 - Copy.jpg,16,0.2578575,0.29177722,0.020139122
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_007 - Copy.jpg,3,0.25494456,0.28751296,0.02304952
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_036 - Copy.jpg,16,0.28902042,0.39028588,0.043850638
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_716.jpg,20,0.2872922,0.4439514,0.051604066
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_070.jpg,3,0.30160955,0.31677866,0.0108953845
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_543.jpg,14,0.31117854,0.4765525,0.07296673
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_257.jpg,23,0.29572245,0.47953182,0.062011812
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_538.jpg,14,0.2926475,0.44796324,0.051543735
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_131.jpg,3,0.27253255,0.33341762,0.044335857
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_793.jpg,15,0.27948016,0.3974565,0.042528708
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_453.jpg,19,0.27329722,0.3439212,0.027899822
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_476.jpg,19,0.27618304,0.3973995,0.03796842
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_529.jpg,19,0.2978413,0.3999439,0.045983177
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_164.jpg,19,0.26422766,0.33819437,0.023942607
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_430.jpg,16,0.2920537,0.37368476,0.038611144
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_652.jpg,20,0.31047764,0.41184023,0.04790209
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_413.jpg,22,0.31412625,0.40583348,0.04635488
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_672.jpg,24,0.31899086,0.58134377,0.072132
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_630.jpg,20,0.28101385,0.37147915,0.037152722
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_256.jpg,24,0.29202965,0.49578625,0.053826675
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_465.jpg,13,0.27692905,0.3394369,0.031557426
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_210.jpg,24,0.2937826,0.4773559,0.06348302
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_158.jpg,22,0.29343984,0.4774595,0.05825979
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_043.jpg,2,0.2939332,0.30330104,0.0093678385
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_001.jpg,39,0.42258942,0.6655611,0.114851244
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_396.jpg,10,0.27591258,0.38174176,0.056957413
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_0s08.jpg,2,0.24934772,0.25335795,0.0040102378
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_041 - Copy.jpg,16,0.27075452,0.43808097,0.05244246
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_664.jpg,18,0.27664724,0.53378683,0.066409
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_234.jpg,14,0.27560753,0.35864866,0.035061345
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_446.jpg,17,0.28878015,0.46481693,0.05792677
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_765.jpg,7,0.3142775,0.4389773,0.058363494
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_092 - Copy.jpg,7,0.29955885,0.38593313,0.04025642
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_093 - Copy.jpg,18,0.26923868,0.34215397,0.03094065
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_107.jpg,2,0.33270487,0.40410393,0.07139906
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_530.jpg,19,0.28550372,0.336701,0.026181903
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_448.jpg,10,0.2729387,0.33229548,0.03348878
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_220.jpg,23,0.28862196,0.43100876,0.047360726
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_283.jpg,28,0.28826356,0.4176074,0.04126957
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_642.jpg,23,0.3038561,0.5744463,0.06960177
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_018.jpg,3,0.29008028,0.3254746,0.030025622
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_787.jpg,15,0.26323223,0.31082395,0.022624107
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_578.jpg,16,0.2787736,0.3968305,0.050309505
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_052 - Copy.jpg,15,0.2572614,0.3568095,0.03156948
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_114.jpg,3,0.31082866,0.3610384,0.03552845
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_656.jpg,35,0.32866526,0.48987505,0.06166578
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_265.jpg,27,0.29395956,0.4130234,0.04519581
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_774.jpg,10,0.28389218,0.43453082,0.05339298
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_0301.jpg,3,0.27248025,0.29152283,0.021511976
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_706.jpg,24,0.2753136,0.32846242,0.02589211
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_243.jpg,35,0.29377276,0.42459887,0.044809368
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_504.jpg,13,0.26608717,0.33968604,0.031892613
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_224.jpg,13,0.2769234,0.36880264,0.04033492
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_112 - Copy.jpg,22,0.28886178,0.41956392,0.048730362
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_724.jpg,16,0.29395682,0.3772022,0.04112361
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_320.jpg,19,0.29402614,0.41785276,0.04039138
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_407.jpg,22,0.28170034,0.37039876,0.035777938
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_592.jpg,15,0.27268752,0.35160512,0.031995423
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_251.jpg,21,0.29436105,0.47552204,0.057263676
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_372.jpg,23,0.2804965,0.3382409,0.029233852
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_057.jpg,2,0.28870803,0.29316133,0.0044533014
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_791.jpg,14,0.26929483,0.31991598,0.033472646
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_s006.jpg,1,0.24000365,0.24000365,0.0
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_073.jpg,1,0.27977416,0.27977416,0.0
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_721.jpg,21,0.27627024,0.45750135,0.045614026
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_657.jpg,21,0.311013,0.65155554,0.08713896
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_126 - Copy.jpg,14,0.28636056,0.6187983,0.09534461
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_358.jpg,30,0.30815557,0.40824008,0.04628012
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_488.jpg,19,0.27842662,0.36356664,0.033330604
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_381.jpg,23,0.27569893,0.34593925,0.0305447
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_688.jpg,21,0.28427178,0.38906932,0.04445496
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_560.jpg,18,0.31218126,0.5892909,0.07705993
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_108.jpg,4,0.30060732,0.37464577,0.043490913
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_145.jpg,18,0.27522218,0.34880477,0.032518744
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_099 - Copy.jpg,19,0.3081887,0.5342338,0.06711251
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_546.jpg,14,0.3060605,0.44775063,0.057700638
[Malignant] Pre-B,/content/SplitBloodSmearSamples/train/[Malignant] Pre-B/Snap_576.jpg,20,0.2855426,0.45862234,0.051369037
